품목별,항목,01-04-20,02-04-20,03-04-20,04-04-20,01-04-21,02-04-21,03-04-21,04-04-21,01-04-22,02-04-22,03-04-22,04-04-22
향수,수입액 (천달러),48453,45328,55003,53379,51496,69329,61959,62881,69801,77969,69082,61934
